stratum,sites,richness,sd
regen,144,95.11,3.20004734813456
regen,145,95.4,3.1750288314924138
regen,146,95.67,3.1400154409965837
regen,147,95.76,3.1240998703626617
regen,148,96.04,3.1104905586018927
regen,149,96.25,3.0891632027021965
regen,150,96.53,3.0099330507001265
regen,151,96.77,3.0841890704401087
regen,152,97.06,3.1069163640061657
regen,153,97.21,3.0954348921786696
regen,154,97.49,3.0267994898101778
regen,155,97.67,3.0486128655571214
regen,156,97.92,3.003970436578627
regen,157,98.13,2.939301779248764
regen,158,98.35,2.9520580049596696
regen,159,98.6,2.967841102229162
regen,160,98.83,2.9441089955668724
regen,161,99.09,2.92358918751827
regen,162,99.27,2.891488729133674
regen,163,99.58,2.8610233388517727
regen,164,99.82,2.7938605129205296
regen,165,100.01,2.801496713969845
regen,166,100.26,2.7510145052472565
regen,167,100.53,2.6759497511551054
regen,168,100.79,2.6753457248502945
regen,169,101.04,2.5738388575523654
regen,170,101.25,2.5480235953429164
regen,171,101.55,2.567768358601364
regen,172,101.81,2.509356229567394
regen,173,102.03,2.4636959998745747
regen,174,102.26,2.414685708473687
regen,175,102.41,2.416671891321416
regen,176,102.65,2.3414361473939946
regen,177,102.86,2.3399041679418233
regen,178,103.08,2.259346468482969
regen,179,103.39,2.1503816903381163
regen,180,103.57,2.075616009328753
regen,181,103.76,2.010678562781302
regen,182,103.99,1.920095746770894
regen,183,104.31,1.840591692303803
regen,184,104.52,1.8503616900050606
regen,185,104.66,1.8706667098641434
regen,186,104.84,1.851671371676645
regen,187,105.01,1.8173962949586129
regen,188,105.26,1.7327504847566029
regen,189,105.44,1.6534017581148792
regen,190,105.61,1.569243528750478
regen,191,105.76,1.498281844263116
regen,192,105.96,1.3992783132671633
regen,193,106.18,1.4451591083631063
regen,194,106.35,1.3734495390671027
regen,195,106.51,1.3595528082365314
regen,196,106.65,1.2663077641455704
regen,197,106.85,1.3055824196677337
regen,198,107.06,1.2211933226615397
regen,199,107.18,1.1753357568857257
regen,200,107.4,1.1370704872299224
regen,201,107.55,1.0671873729054748
regen,202,107.69,1.098161917004772
regen,203,107.89,1.0337242662266657
regen,204,108.08,0.9176165876989157
regen,205,108.34,0.7813482261482716
regen,206,108.56,0.6863753427324667
regen,207,108.66,0.6066966359563963
regen,208,108.81,0.44255913261233903
regen,209,109,0
